site,url,config,repetition,outcome,first_content_ms,dcl_ms,load_ms,cdp_ready_ms,observation_ms,challenge_seen,error,status,server,cf_ray,cf_mitigated,cf_challenge_documents,title,final_url,text_length,selector_count,links,frames,requests,responses,failed_requests,js_exceptions,probe_errors,encoded_bytes,evidence,error_examples,network_error_examples,text_excerpt,audited_outcome,audited_content_ms,audit_note,challenge_exit_ms,interaction,bot_detection_verdict
cf-lab,https://www.scrapingcourse.com/cloudflare-challenge,lightpanda-full,1,challenge_unresolved,,99.64380000019446,146.61039999919012,508.39609999093227,35015.13340001111,True,,403,cloudflare,True,challenge,1,Just a moment...,https://www.scrapingcourse.com/cloudflare-challenge,333,1,2,0,5,5,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\cf-lab-lightpanda-full-r1\result.json,[],[],www.scrapingcourse.comPerforming security verificationThis website uses a security service to protect against malicious bots. This page is displayed while the website verifies you are not a bot.Verification successful. Waiting for www.scrapingcourse.com to respondRay ID: a3a0e8fd48172dc9Performance and Security by CloudflarePrivacy,challenge_unresolved,,,,,
cf-lab,https://www.scrapingcourse.com/cloudflare-challenge,mimic,1,content_after_challenge,13742.38339997828,383.1699999864213,6041.109899990261,505.66369999432936,16769.670199981192,True,,200,cloudflare,True,,1,Cloudflare Challenge - ScrapingCourse.com,https://www.scrapingcourse.com/cloudflare-challenge,78,1,1,0,35,31,3,0,2,2869213,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\cf-lab-mimic-r1\result.json,[],"['Get ""https://brunhild.challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/i/a3a0eabd8e10e90c/Q.Ue86oiH1jMgWGjGozTxj7O9Olc8PTqZvWW4i4V56g-1789237129-1.2.1.1-G9EkUTfHDW7mLgVuBkoGZfZ7krObiEtzhb2uJtktlKVq6DQ2b.NxNBSsl_yEYSZn"": protocol connection race failed: dial tcp: lookup brunhild.challenges.cloudflare.com: getaddrinfow: The requested name is valid, but no data of the requested type was found.', 'Post ""https://www.google-analytics.com/g/collect?v=2&tid=G-NZGD14H87G&gtm=45je6992v9183656648za200zd9183656648&_p=1789237139151&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=2007870481.1789237139&frm=0&ngs=1&pscdl=noapi&rcb=8&sr=2560x1440&uaa=x86&uab=64&uafvl=Not%253FA_Brand%3B24.0.0.0%7CChromium%3B152.0.7977.82&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=ru-ru&_s=1&tag_exp=115938465~115938468~118897920~118897930~120213116~120385423~120469145~120469153&sid=1789237139&sct=1&seg=0&dl=https%3A%2F%2Fwww.scrapingcourse.com%2Fcloudflare-challenge&dr=https%3A%2F%2Fwww.scrapingcourse.com%2Fcloudflare-challenge%3F__cf_chl_tk%3DDm6uRiQ5pFuL8IAH7Qd.JBLiiwt4YKtnXT09QG8f9D4-1789237129-1.0.1.1-6FaxnLulP1rnyyeWwbIguG5xcBF.PJ5HWpMbgF41Up0&dt=Cloudflare%20Challenge%20-%20ScrapingCourse.com&en=page_view&_fv=1&_nsi=1&_ss=1&_ee=1&tfd=907"": http3: invalid response: qpack: expected Required Insert Count to be zero', 'Post ""https://www.google.com/g/collect?v=2&tid=G-NZGD14H87G&gtm=45je6992v9183656648za200zd9183656648&_p=1789237139151&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=2007870481.1789237139&frm=0&ngs=1&pscdl=noapi&rcb=8&sr=2560x1440&uaa=x86&uab=64&uafvl=Not%253FA_Brand%3B24.0.0.0%7CChromium%3B152.0.7977.82&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=ru-ru&_s=1&tag_exp=115938465~115938468~118897920~118897930~120213116~120385423~120469145~120469153&sid=1789237139&sct=1&seg=0&dl=https%3A%2F%2Fwww.scrapingcourse.com%2Fcloudflare-challenge&dr=https%3A%2F%2Fwww.scrapingcourse.com%2Fcloudflare-challenge%3F__cf_chl_tk%3DDm6uRiQ5pFuL8IAH7Qd.JBLiiwt4YKtnXT09QG8f9D4-1789237129-1.0.1.1-6FaxnLulP1rnyyeWwbIguG5xcBF.PJ5HWpMbgF41Up0&dt=Cloudflare%20Challenge%20-%20ScrapingCourse.com&en=page_view&_fv=1&_nsi=1&_ss=1&_ee=1&tfd=907&gaf=1"": http3: invalid response: qpack: expected Required Insert Count to be zero']",Scraping Course Cloudflare Challenge You bypassed the Cloudflare challenge! :D,content_after_challenge,13742.38339997828,,10386.586799984798,,
example,https://example.com/,chrome,1,content_observed,252.00149999000132,87.31010000337847,87.31810000608675,507.8280000016093,3269.5792999875266,False,,200,cloudflare,True,,0,Example Domain,https://example.com/,125,1,1,0,1,1,0,0,0,474,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\example-chrome-r1\result.json,[],[],Example DomainThis domain is for use in documentation examples without needing permission. Avoid use in operations.Learn more,content_observed,252.00149999000132,,,,
example,https://example.com/,lightpanda-default,1,content_observed,251.90319999819621,54.1539000114426,54.168100003153086,509.3856999883428,3276.003300008597,False,,200,cloudflare,True,,0,Example Domain,https://example.com/,125,1,1,0,1,1,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\example-lightpanda-default-r1\result.json,[],[],Example DomainThis domain is for use in documentation examples without needing permission. Avoid use in operations.Learn more,content_observed,251.90319999819621,,,,
example,https://example.com/,lightpanda-full,1,content_observed,251.8671000143513,44.40400001476519,44.40810001688078,1009.5841999864206,3273.733300011372,False,,200,cloudflare,True,,0,Example Domain,https://example.com/,125,1,1,0,1,1,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\example-lightpanda-full-r1\result.json,[],[],Example DomainThis domain is for use in documentation examples without needing permission. Avoid use in operations.Learn more,content_observed,251.8671000143513,,,,
example,https://example.com/,mimic,1,content_observed,733.0958000093233,725.5034999980126,728.994800010696,508.3223999827169,3758.590200013714,False,,200,cloudflare,True,,0,Example Domain,https://example.com/,125,1,1,0,1,1,0,0,0,559,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\example-mimic-r1\result.json,[],[],Example DomainThis domain is for use in documentation examples without needing permission. Avoid use in operations.Learn more,content_observed,733.0958000093233,,,,
github,https://github.com/lightpanda-io/browser,chrome,1,content_observed,1424.8616000113543,1659.1443000070285,1697.5574000098277,512.7303000190295,4487.983400002122,False,,200,github.com,False,,0,GitHub - lightpanda-io/browser: Lightpanda: the headless browser designed for AI and automation · GitHub,https://github.com/lightpanda-io/browser,16549,1,290,0,184,184,1,0,0,2221843,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\github-chrome-r1\result.json,[],['net::ERR_ABORTED'],Skip to content Navigation MenuSign inAppearance settingsPlatformAI CODE CREATIONGitHub CopilotWrite better code with AIGitHub Copilot appDirect agents from issue to mergeMCP RegistryIntegrate external toolsDEVELOPER WORKFLOWSActionsAutomate any workflowCodespacesInstant dev environmentsIssuesPlan and track workCode ReviewManage code changesCode QualityEnforce quality at mergeAPPLICATION SECURITYGitHub Advanced SecurityFind and fix vulnerabilitiesCode securitySecure your code as you buildSecret protectionStop leaks before they startEXPLOREWhy GitHubDocumentationBlogChangelogMarketplaceView all featuresSolutionsBY COMPANY SIZEEnterprisesSmall and medium teamsStartupsNonprofitsBY USE CASEApp ModernizationDevSecOpsDevOpsCI/CDView all use casesBY INDUSTRYHealthcareFinancial servicesManufacturingGovernmentView all industriesView all solutionsResourcesEXPLORE BY TOPICAISoftware DevelopmentDevOpsSecurityView all topicsEXPLORE BY TYPECustomer storiesEvents & webinarsEbooks & reportsBusiness in,content_observed,1424.8616000113543,,,,
github,https://github.com/lightpanda-io/browser,lightpanda-default,1,content_observed,506.33709999965504,1612.4669999990147,1733.8845999911427,509.8844000021927,3650.8727000036743,False,,200,github.com,False,,0,GitHub - lightpanda-io/browser: Lightpanda: the headless browser designed for AI and automation · GitHub,https://github.com/lightpanda-io/browser,16549,1,290,0,130,130,0,0,0,1646524,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\github-lightpanda-default-r1\result.json,[],[],Skip to content Navigation MenuSign inAppearance settingsPlatformAI CODE CREATIONGitHub CopilotWrite better code with AIGitHub Copilot appDirect agents from issue to mergeMCP RegistryIntegrate external toolsDEVELOPER WORKFLOWSActionsAutomate any workflowCodespacesInstant dev environmentsIssuesPlan and track workCode ReviewManage code changesCode QualityEnforce quality at mergeAPPLICATION SECURITYGitHub Advanced SecurityFind and fix vulnerabilitiesCode securitySecure your code as you buildSecret protectionStop leaks before they startEXPLOREWhy GitHubDocumentationBlogChangelogMarketplaceView all featuresSolutionsBY COMPANY SIZEEnterprisesSmall and medium teamsStartupsNonprofitsBY USE CASEApp ModernizationDevSecOpsDevOpsCI/CDView all use casesBY INDUSTRYHealthcareFinancial servicesManufacturingGovernmentView all industriesView all solutionsResourcesEXPLORE BY TOPICAISoftware DevelopmentDevOpsSecurityView all topicsEXPLORE BY TYPECustomer storiesEvents & webinarsEbooks & reportsBusiness in,content_observed,506.33709999965504,,,,
github,https://github.com/lightpanda-io/browser,lightpanda-full,1,content_observed,3457.5287000043318,3440.856100001838,3508.1926000129897,509.615599992685,6507.10909999907,False,,200,github.com,False,,0,GitHub - lightpanda-io/browser: Lightpanda: the headless browser designed for AI and automation · GitHub,https://github.com/lightpanda-io/browser,16549,1,290,0,195,195,0,0,0,2190280,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\github-lightpanda-full-r1\result.json,[],[],Skip to content Navigation MenuSign inAppearance settingsPlatformAI CODE CREATIONGitHub CopilotWrite better code with AIGitHub Copilot appDirect agents from issue to mergeMCP RegistryIntegrate external toolsDEVELOPER WORKFLOWSActionsAutomate any workflowCodespacesInstant dev environmentsIssuesPlan and track workCode ReviewManage code changesCode QualityEnforce quality at mergeAPPLICATION SECURITYGitHub Advanced SecurityFind and fix vulnerabilitiesCode securitySecure your code as you buildSecret protectionStop leaks before they startEXPLOREWhy GitHubDocumentationBlogChangelogMarketplaceView all featuresSolutionsBY COMPANY SIZEEnterprisesSmall and medium teamsStartupsNonprofitsBY USE CASEApp ModernizationDevSecOpsDevOpsCI/CDView all use casesBY INDUSTRYHealthcareFinancial servicesManufacturingGovernmentView all industriesView all solutionsResourcesEXPLORE BY TOPICAISoftware DevelopmentDevOpsSecurityView all topicsEXPLORE BY TYPECustomer storiesEvents & webinarsEbooks & reportsBusiness in,content_observed,3457.5287000043318,,,,
github,https://github.com/lightpanda-io/browser,mimic,1,content_not_confirmed,,28114.011500001652,30531.576200010022,507.5328999955673,35765.5611000082,False,,200,github.com,False,,0,,,,,,,142,142,0,6,11,8140539,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\github-mimic-r1\result.json,"['https://github.githubassets.com/assets/behaviors-f18992dbb9345e7b.js: script resource returned HTTP 404', 'https://github.githubassets.com/assets/behaviors-f18992dbb9345e7b.js: script resource returned HTTP 404', 'https://github.githubassets.com/assets/code-view-bdd08a7c4b6a41ae.js: script resource returned HTTP 404', 'https://github.githubassets.com/assets/code-view-bdd08a7c4b6a41ae.js: script resource returned HTTP 404', 'https://github.githubassets.com/assets/notifications-subscriptions-menu-bcafd20009b025c8.js: script resource returned HTTP 404']",[],,content_not_confirmed,,,,,
hackernews,https://news.ycombinator.com/,chrome,1,content_observed,822.8329000121448,1045.7083999936003,1254.7710000071675,510.1026000047568,3848.9174999995157,False,,200,nginx,False,,0,Hacker News,https://news.ycombinator.com/,3799,59,228,0,7,7,0,0,0,11606,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\hackernews-chrome-r1\result.json,[],[],"Hacker Newsnew | past | comments | ask | show | jobs | submitlogin1.Make your first edit to OpenStreetMap (high5apps.github.io)62 points by juliantigler 1 hour ago | hide | 23 comments2.Nvidia is the central bank of AI (economist.com)171 points by tolugenius 2 hours ago | hide | 147 comments3.Will There Be a 7G? (arxiv.org)24 points by Betelbuddy 58 minutes ago | hide | 25 comments4.LG denies TV spying claims, says tracking and snooping concerns 'not true' (tomshardware.com)32 points by datakan 1 hour ago | hide | 101 comments5.Microcode in Intel's 8087 floating-point chip: the scale instruction (righto.com)33 points by pwg 2 hours ago | hide | 6 comments6.IKEA made a mod for Skyrim [video] (youtube.com)451 points by kegenaar 11 hours ago | hide | 115 comments7.I refuse to let SPICE die (github.com/nefarius)43 points by Nefarius 3 hours ago | hide | 30 comments8.We must pace the frontier (darioamodei.com)214 points by apsec112 3 hours ago | hide | 284 comments9.A Mathematical Framework",content_observed,822.8329000121448,,,,
hackernews,https://news.ycombinator.com/,lightpanda-default,1,content_observed,907.1718999766745,905.0211999856401,905.0272999738809,1009.7934000077657,3936.990299989702,False,,200,nginx,False,,0,Hacker News,https://news.ycombinator.com/,3799,59,228,0,2,2,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\hackernews-lightpanda-default-r1\result.json,[],[],"Hacker Newsnew | past | comments | ask | show | jobs | submitlogin1.Make your first edit to OpenStreetMap (high5apps.github.io)62 points by juliantigler 1 hour ago | hide | 23 comments2.Nvidia is the central bank of AI (economist.com)171 points by tolugenius 2 hours ago | hide | 147 comments3.Will There Be a 7G? (arxiv.org)24 points by Betelbuddy 58 minutes ago | hide | 25 comments4.LG denies TV spying claims, says tracking and snooping concerns 'not true' (tomshardware.com)32 points by datakan 1 hour ago | hide | 101 comments5.Microcode in Intel's 8087 floating-point chip: the scale instruction (righto.com)33 points by pwg 2 hours ago | hide | 6 comments6.IKEA made a mod for Skyrim [video] (youtube.com)451 points by kegenaar 11 hours ago | hide | 115 comments7.I refuse to let SPICE die (github.com/nefarius)43 points by Nefarius 3 hours ago | hide | 30 comments8.We must pace the frontier (darioamodei.com)214 points by apsec112 3 hours ago | hide | 284 comments9.A Mathematical Framework",content_observed,907.1718999766745,,,,
hackernews,https://news.ycombinator.com/,lightpanda-full,1,content_observed,978.0787999916356,976.384900015546,1198.1399999931455,1008.0043000052683,4009.3931000155862,False,,200,nginx,False,,0,Hacker News,https://news.ycombinator.com/,3799,59,228,0,5,5,0,0,0,358,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\hackernews-lightpanda-full-r1\result.json,[],[],"Hacker Newsnew | past | comments | ask | show | jobs | submitlogin1.Make your first edit to OpenStreetMap (high5apps.github.io)62 points by juliantigler 1 hour ago | hide | 23 comments2.Nvidia is the central bank of AI (economist.com)171 points by tolugenius 2 hours ago | hide | 147 comments3.Will There Be a 7G? (arxiv.org)24 points by Betelbuddy 58 minutes ago | hide | 25 comments4.LG denies TV spying claims, says tracking and snooping concerns 'not true' (tomshardware.com)32 points by datakan 1 hour ago | hide | 101 comments5.Microcode in Intel's 8087 floating-point chip: the scale instruction (righto.com)33 points by pwg 2 hours ago | hide | 6 comments6.IKEA made a mod for Skyrim [video] (youtube.com)451 points by kegenaar 11 hours ago | hide | 115 comments7.I refuse to let SPICE die (github.com/nefarius)43 points by Nefarius 3 hours ago | hide | 30 comments8.We must pace the frontier (darioamodei.com)214 points by apsec112 3 hours ago | hide | 284 comments9.A Mathematical Framework",content_observed,978.0787999916356,,,,
hackernews,https://news.ycombinator.com/,mimic,1,content_observed,1577.0842999918386,1551.0372999997344,1780.8551999914926,507.698800007347,4690.41159999324,False,,200,nginx,False,,0,Hacker News,https://news.ycombinator.com/,3799,59,228,0,6,6,0,0,0,48226,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\hackernews-mimic-r1\result.json,[],[],"Hacker Newsnew | past | comments | ask | show | jobs | submitlogin1.Make your first edit to OpenStreetMap (high5apps.github.io)62 points by juliantigler 1 hour ago | hide | 23 comments2.Nvidia is the central bank of AI (economist.com)171 points by tolugenius 2 hours ago | hide | 147 comments3.Will There Be a 7G? (arxiv.org)24 points by Betelbuddy 58 minutes ago | hide | 25 comments4.LG denies TV spying claims, says tracking and snooping concerns 'not true' (tomshardware.com)32 points by datakan 1 hour ago | hide | 101 comments5.Microcode in Intel's 8087 floating-point chip: the scale instruction (righto.com)33 points by pwg 2 hours ago | hide | 6 comments6.IKEA made a mod for Skyrim [video] (youtube.com)451 points by kegenaar 11 hours ago | hide | 115 comments7.I refuse to let SPICE die (github.com/nefarius)43 points by Nefarius 3 hours ago | hide | 30 comments8.We must pace the frontier (darioamodei.com)214 points by apsec112 3 hours ago | hide | 284 comments9.A Mathematical Framework",content_observed,1577.0842999918386,,,,
iroshop,https://iroshop.tech/mimic-e2e,chrome,1,challenge_unresolved,,102.47670000535436,906.3094999874011,507.681400020374,35218.77589999349,True,,403,cloudflare,True,challenge,4,Один момент…,https://iroshop.tech/mimic-e2e,332,1,2,0,41,32,0,0,0,541577,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-chrome-r1\result.json,[],[],"iroshop.techВыполнение проверки безопасностиЭтот веб-сайт использует сервис безопасности для защиты от вредоносных ботов. Эта страница отображается, пока веб-сайт проверяет, что вы не бот.Проверка выполнена успешно. Ожидание ответа iroshop.techRay ID: a3a0e6cf79d51f4fПроизводительность и безопасность с CloudflareКонфиденциальность",challenge_unresolved,,,,,
iroshop-home,https://iroshop.tech/,chrome,1,content_observed,510.9138999832794,577.3354999837466,577.349500003038,508.93290000385605,3535.6590999872424,False,,200,cloudflare,True,,0,Оптовый поставщик Steam аккаунтов и цифровых товаров,https://iroshop.tech/,1907,1,0,0,14,14,0,0,0,214911,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-home-chrome-r1\result.json,[],[],"B2B платформа поставки цифровых товаровПоставщик цифровых товаровдля реселлеровАвтоматизированная B2B-платформа поставки Steam аккаунтов, авторегов, пополнений и цифровых ключей. API для интеграции, стабильные объёмы, мгновенная выдача 24/7.Начать покупкиСвязаться с менеджеромКаталог для реселлеровОптовые поставки цифровых товаров: AI-подписки (Claude и ChatGPT), Steam аккаунты, пополнения и ключи. API, автоматизация и оптовые объёмы для реселлеров.Пополнение SteamЗабудьте про ограничения. Пополнение баланса Steam для реселлеров. Мгновенная выдача с удобной минимальной суммой, удобно для B2B и дропшиппинга.Steam аккаунтыАккаунты Steam с играми: Rust, GTA V, CS2 Prime, Dead by Daylight, Red Dead Redemption 2 и другие. Опт для реселлеров.Почты OutlookНовые аккаунты Outlook/Hotmail. Подходят для регистрации сервисов, работы и реселлинга. Быстрая выдача и готовность к использованию.Автореги SteamНовые Steam-аккаунты по регионам: США, Аргентина, Турция, Япония, Россия и другие. Для реселлер",content_observed,510.9138999832794,,,,
iroshop-home,https://iroshop.tech/,lightpanda-default,1,content_observed,266.4857000054326,273.57230000779964,273.5832000034861,509.36490000458434,3291.073600004893,False,,200,cloudflare,True,,0,Оптовый поставщик Steam аккаунтов и цифровых товаров,https://iroshop.tech/,1907,1,0,0,12,12,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-home-lightpanda-default-r1\result.json,[],[],"B2B платформа поставки цифровых товаровПоставщик цифровых товаровдля реселлеровАвтоматизированная B2B-платформа поставки Steam аккаунтов, авторегов, пополнений и цифровых ключей. API для интеграции, стабильные объёмы, мгновенная выдача 24/7.Начать покупкиСвязаться с менеджеромКаталог для реселлеровОптовые поставки цифровых товаров: AI-подписки (Claude и ChatGPT), Steam аккаунты, пополнения и ключи. API, автоматизация и оптовые объёмы для реселлеров.Пополнение SteamЗабудьте про ограничения. Пополнение баланса Steam для реселлеров. Мгновенная выдача с удобной минимальной суммой, удобно для B2B и дропшиппинга.Steam аккаунтыАккаунты Steam с играми: Rust, GTA V, CS2 Prime, Dead by Daylight, Red Dead Redemption 2 и другие. Опт для реселлеров.Почты OutlookНовые аккаунты Outlook/Hotmail. Подходят для регистрации сервисов, работы и реселлинга. Быстрая выдача и готовность к использованию.Автореги SteamНовые Steam-аккаунты по регионам: США, Аргентина, Турция, Япония, Россия и другие. Для реселлер",content_observed,266.4857000054326,,,,
iroshop-home,https://iroshop.tech/,lightpanda-full,1,content_observed,276.7799000139348,280.08320002118126,280.0942000176292,507.73820001631975,3298.1245000264607,False,,200,cloudflare,True,,0,Оптовый поставщик Steam аккаунтов и цифровых товаров,https://iroshop.tech/,1907,1,0,0,13,13,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-home-lightpanda-full-r1\result.json,[],[],"B2B платформа поставки цифровых товаровПоставщик цифровых товаровдля реселлеровАвтоматизированная B2B-платформа поставки Steam аккаунтов, авторегов, пополнений и цифровых ключей. API для интеграции, стабильные объёмы, мгновенная выдача 24/7.Начать покупкиСвязаться с менеджеромКаталог для реселлеровОптовые поставки цифровых товаров: AI-подписки (Claude и ChatGPT), Steam аккаунты, пополнения и ключи. API, автоматизация и оптовые объёмы для реселлеров.Пополнение SteamЗабудьте про ограничения. Пополнение баланса Steam для реселлеров. Мгновенная выдача с удобной минимальной суммой, удобно для B2B и дропшиппинга.Steam аккаунтыАккаунты Steam с играми: Rust, GTA V, CS2 Prime, Dead by Daylight, Red Dead Redemption 2 и другие. Опт для реселлеров.Почты OutlookНовые аккаунты Outlook/Hotmail. Подходят для регистрации сервисов, работы и реселлинга. Быстрая выдача и готовность к использованию.Автореги SteamНовые Steam-аккаунты по регионам: США, Аргентина, Турция, Япония, Россия и другие. Для реселлер",content_observed,276.7799000139348,,,,
iroshop-home,https://iroshop.tech/,mimic,1,content_observed,1194.0834999841172,1183.113399980357,1191.7221999901813,506.3417999772355,4228.339499997674,False,,200,cloudflare,True,,0,Оптовый поставщик Steam аккаунтов и цифровых товаров,https://iroshop.tech/,1907,1,0,0,15,15,0,0,0,872254,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-home-mimic-r1\result.json,[],[],"B2B платформа поставки цифровых товаровПоставщик цифровых товаровдля реселлеровАвтоматизированная B2B-платформа поставки Steam аккаунтов, авторегов, пополнений и цифровых ключей. API для интеграции, стабильные объёмы, мгновенная выдача 24/7.Начать покупкиСвязаться с менеджеромКаталог для реселлеровОптовые поставки цифровых товаров: AI-подписки (Claude и ChatGPT), Steam аккаунты, пополнения и ключи. API, автоматизация и оптовые объёмы для реселлеров.Пополнение SteamЗабудьте про ограничения. Пополнение баланса Steam для реселлеров. Мгновенная выдача с удобной минимальной суммой, удобно для B2B и дропшиппинга.Steam аккаунтыАккаунты Steam с играми: Rust, GTA V, CS2 Prime, Dead by Daylight, Red Dead Redemption 2 и другие. Опт для реселлеров.Почты OutlookНовые аккаунты Outlook/Hotmail. Подходят для регистрации сервисов, работы и реселлинга. Быстрая выдача и готовность к использованию.Автореги SteamНовые Steam-аккаунты по регионам: США, Аргентина, Турция, Япония, Россия и другие. Для реселлер",content_observed,1194.0834999841172,,,,
iroshop,https://iroshop.tech/mimic-e2e,lightpanda-default,1,challenge_unresolved,,45.762900001136586,130.35259998287074,1007.2571999917272,35248.24409998837,True,,403,cloudflare,True,challenge,1,Just a moment...,https://iroshop.tech/mimic-e2e,737,1,4,1,3,3,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-lightpanda-default-r1\result.json,[],[],"iroshop.techPerforming security verificationThis website uses a security service to protect against malicious bots. This page is displayed while the website verifies you are not a bot.Verification successful. Waiting for iroshop.tech to respondWhy is this verification taking longer?This verification can take longer due to an older computer or a slow internet connection.What to do next:Wait briefly. Refreshing the page will restart the security verification and may take longer.If the verification still does not complete, refresh this page.If you are still stuck on this page after a page refresh, refer to Cloudflare’s troubleshooting documentation for more help.Ray ID: a3a0e4953bf6d951Performance and Security by CloudflarePrivacy",challenge_unresolved,,,,,
iroshop,https://iroshop.tech/mimic-e2e,lightpanda-full,1,challenge_unresolved,,50.6355999968946,92.12650000699796,1008.6812000081409,35037.984499998856,True,,403,cloudflare,True,challenge,1,Just a moment...,https://iroshop.tech/mimic-e2e,737,1,4,0,5,5,0,0,0,0,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-lightpanda-full-r1\result.json,[],[],"iroshop.techPerforming security verificationThis website uses a security service to protect against malicious bots. This page is displayed while the website verifies you are not a bot.Verification successful. Waiting for iroshop.tech to respondWhy is this verification taking longer?This verification can take longer due to an older computer or a slow internet connection.What to do next:Wait briefly. Refreshing the page will restart the security verification and may take longer.If the verification still does not complete, refresh this page.If you are still stuck on this page after a page refresh, refer to Cloudflare’s troubleshooting documentation for more help.Ray ID: a3a0e5780bd1a893Performance and Security by CloudflarePrivacy",challenge_unresolved,,,,,
iroshop,https://iroshop.tech/mimic-e2e,mimic,1,http_error,,536.2937999889255,934.5594999904279,505.2618999907281,11284.763900010148,True,,404,cloudflare,True,,1,IroShop — for distributors,https://iroshop.tech/mimic-e2e,32,1,0,0,30,28,1,0,1,2409218,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\iroshop-mimic-r1\result.json,[],"['Get ""https://brunhild.challenges.cloudflare.com/cdn-cgi/challenge-platform/h/g/i/a3a0e44d2c3c1f4f/2UW69t1iuS776A0GleS6_cP0tGlTusVLCopnrL5Cm60-1789236866-1.2.1.1-LC0bGANfpaub58C_l01EiK6CdiM_7D.ZN0Vo0tl2KcAT_Q4aGc3svZjetNc6F5DH"": protocol connection race failed: dial tcp: lookup brunhild.challenges.cloudflare.com: getaddrinfow: The requested name is valid, but no data of the requested type was found.']",404This page could not be found.,origin_404_after_challenge,,"Challenge 403 followed by application 404 at same URL; interstitial cleared, requested page unavailable.",10320.765799988294,,
lowendbox,https://lowendbox.com/,chrome,1,content_observed,559.6374000015203,,,507.20259998342954,3589.3900000082795,False,,200,cloudflare,True,,0,"LowEndBox - Cheap VPS, Dedicated Servers and Hosting Deals",https://lowendbox.com/,17859,1,304,0,49,48,0,0,0,601001,E:\GitHub\mimic\.build\live-browser-comparison-final-20260912\lowendbox-chrome-r1\result.json,[],[],"HomeHosting OffersVPS Under $1NewsTutorialsInterviewsGiveawaysVideosLowEndTalkServerVerify About Hosting Guide (FAQ) Best VPS Hosting Submit Offer Submit Tip Advertise HomeHosting OffersVPS Under $1NewsTutorialsInterviewsGiveawaysVideosLowEndTalkServerVerifyExplore Cheap Hosting Deals Shop Now Browse budget-friendly VPS and dedicated server offers by location, virtualization type, and special features like NVMe or DDoS protection.North AmericaOther LocationsMore RegionsVirtualization/OSSpecializations North AmericaWest CoastLos AngelesSan FranciscoSan JoseSeattleInlandChicagoDallasEast CoastAtlantaBuffaloMiamiNew YorkOtherCanada Other LocationsEuropeAustriaFranceGermanyItalyNetherlandsSwedenUnited KingdomS. AmericaBrazilAsia / PacificAsiaAustraliaIndiaRussia Virtualization/OSOpenVZKVMVMWareWindowsOpenVZ vs KVM SpecializationsDDoS ProtectionNVMe StorageVPNWeb HostingDedicated ServersGPU Enabled VPSBest Cheap VPS HostingBest Cheap Windows VPS HostingBest Cheap AMD Ryzen VPS HostingBest C",content_observed,559.6374000015203,,,,
